6.140,5.582
0.692,0.692
1.097,1.037
1.093,1.010
17.131,16.816
0.725,0.725
1.670,1.439
9.659,6.093
3.443,1.665
15.929,15.784
14.215,14.215
10.863,0.590
10.202,8.618
19.802,19.776
0.982,0.946
0.818,0.818
10.841,9.604
0.758,0.758
9.326,7.429
1.652,0.978
10.396,7.200
0.242,0.242
3.167,2.809
0.310,0.310
0.246,0.246
0.348,0.348
0.302,0.302
5.375,2.650
1.688,1.688
1.975,1.603
3.290,2.751
6.219,5.071
0.194,0.194
7.216,6.445
2.837,2.788
5.139,3.411
0.636,0.636
5.762,4.424
6.279,5.126
6.464,4.929
6.756,5.494
0.581,0.581
0.986,0.986
0.212,0.212
13.457,13.457
0.997,0.997
0.114,0.114
2.915,2.324
0.369,0.369
0.404,0.404
0.718,0.718
13.268,12.937
0.257,0.257
5.130,3.803
0.870,0.870
1.647,1.646
4.676,2.870
0.610,0.609
0.890,0.890
0.498,0.498
0.482,0.482
6.887,4.907
17.560,17.519
0.365,0.365
0.249,0.249
0.256,0.256
0.382,0.382
0.907,0.907
9.669,6.136
0.214,0.214
14.231,14.154
1.253,1.162
0.151,0.151
0.188,0.188
4.454,1.879
3.252,2.840
18.558,18.558
0.659,0.532
0.413,0.413
11.844,11.331
0.181,0.181
0.139,0.138
1.037,1.037
1.056,1.056
4.762,3.415
0.962,0.962
0.570,0.570
0.539,0.539
4.486,3.550
0.239,0.239
3.488,2.705
1.631,1.631
0.103,0.102
0.339,0.339
8.555,7.441
0.631,0.631
0.344,0.344
13.498,13.453
0.742,0.742
14.091,14.082
0.218,0.218
0.360,0.360
0.169,0.169
0.303,0.303
0.266,0.266
0.275,0.275
4.475,2.590
1.687,1.634
0.757,0.757
0.268,0.268
10.368,8.983
0.343,0.343
0.507,0.507
0.379,0.379
0.843,0.843
4.489,2.516
5.391,5.259
0.872,0.872
0.276,0.276
12.294,12.204
0.152,0.152
9.692,9.561
6.277,4.935
12.105,12.099
2.613,2.521
7.101,2.495
2.559,2.194
2.753,2.084
1.291,1.001
2.066,2.026
0.787,0.787
0.616,0.616
3.248,2.965
0.843,0.787
0.158,0.158
13.122,12.116
3.857,2.251
2.764,2.663
5.027,3.837
0.123,0.123
0.086,0.086
10.483,7.683
0.557,0.557
5.610,3.218
12.365,12.294
8.760,6.391
0.587,0.587
0.315,0.315
0.189,0.189
8.458,3.975
1.289,0.967
0.888,0.888
9.697,7.857
8.135,3.840
0.759,0.759
1.392,1.185
4.794,3.542
0.991,0.991
0.489,0.489
3.480,3.468
13.144,12.626
0.431,0.431
4.466,2.858
0.384,0.384
2.606,1.573
10.923,4.282
0.580,0.580
4.181,3.681
23.315,23.179
18.215,18.136
0.267,0.267
0.146,0.146
0.292,0.292
2.716,1.608
9.149,7.841
1.421,1.421
0.538,0.538
12.467,5.645
4.429,3.087
12.516,12.186
0.880,0.880
4.040,3.340
0.541,0.541
12.145,5.716
1.327,1.327
4.477,4.045
2.138,2.138
4.772,4.134
0.525,0.525
3.065,2.798
0.350,0.350
6.117,1.644
11.256,4.171
11.054,3.806
15.707,15.441
22.502,22.171
0.451,0.451
1.000,0.931
7.199,4.364
18.268,17.801
4.665,2.855
0.564,0.564
7.283,4.553
0.563,0.563
3.923,2.833
1.759,1.759
0.303,0.303
0.767,0.767
0.287,0.286
0.534,0.534
9.191,8.982
0.360,0.360
3.075,2.306
3.783,1.862
0.425,0.425
2.889,2.846
2.513,2.464
2.730,2.199
0.764,0.764
1.035,1.035
2.073,1.866
0.660,0.660
2.169,1.659
11.670,9.785
0.656,0.656
0.295,0.295
0.625,0.625
8.984,6.520
1.449,1.449
11.479,11.274
0.533,0.533
8.382,4.202
0.581,0.581
0.525,0.525
2.817,2.535
1.215,1.140
9.806,8.983
6.978,6.906
0.362,0.362
1.252,1.252
0.891,0.891
5.000,3.001
0.462,0.462
5.516,3.226
5.230,4.719
2.216,2.216
1.841,1.841
0.811,0.790
1.005,1.005
1.043,1.043
3.146,2.191
2.077,2.031
0.140,0.139
13.009,12.882
1.044,0.729
7.431,6.379
2.861,2.731
0.657,0.657
4.684,2.806
10.079,9.767
0.857,0.825
3.328,2.263
3.445,2.044
8.644,3.814
9.877,4.771
9.913,6.762
9.904,4.926
9.230,3.688
2.000,1.697
5.331,3.133
12.677,12.146
15.591,15.217
0.571,0.571
1.178,0.855
0.902,0.902
0.311,0.311
0.525,0.525
0.327,0.327
0.850,0.850
9.516,9.516
0.242,0.242
0.199,0.199
9.542,9.538
2.272,2.224
1.986,1.660
3.206,3.128
4.111,2.741
1.055,1.055
0.433,0.433
0.261,0.261
0.558,0.558
4.810,4.137
1.993,1.902
12.274,4.546
12.102,8.460
0.891,0.891
0.261,0.261
0.834,0.834
0.220,0.220
6.104,5.867
0.502,0.502
11.468,2.855
4.205,3.889
4.898,4.260
6.206,4.977
1.165,0.462
0.354,0.353
7.873,6.214
1.201,1.201
9.255,9.171
7.439,4.001
0.441,0.441
1.240,1.240
5.184,3.209
0.843,0.843
2.090,2.090
8.142,7.543
12.877,12.709
1.019,1.019
9.155,4.546
0.918,0.912
3.812,3.306
9.210,4.837
4.798,3.511
1.631,1.631
5.139,5.013
2.807,2.294
0.575,0.575
10.591,7.459
3.902,3.478
2.379,1.508
4.827,4.701
5.132,2.219
0.418,0.418
0.379,0.379
0.883,0.697
1.013,1.013
0.314,0.314
0.380,0.379
2.458,2.458
2.264,2.264
1.153,1.153
8.982,8.982
